10000 20000
7779 2335 15
6328 4877 17
3640 4932 75
9876 5534 32
6831 2535 69
7167 5156 42
6561 5272 62
1778 3650 78
7715 3155 32
5179 4593 28
1432 3925 8
7595 3202 25
1992 145 23
8746 1984 32
6590 4623 14
1759 1834 60
2235 3795 51
3623 5723 2
506 771 54
8750 4624 54
8858 5264 15
7341 5753 29
352 3844 87
2842 5145 76
182 239 27
7340 6042 23
664 3643 3
765 1151 27
2762 7065 8
8050 1176 31
867 6227 90
132 9621 56
3314 1811 30
865 7520 72
6080 5958 41
2367 8932 64
3616 286 87
7376 8150 80
2755 8574 24
829 1848 80
2017 7907 8
2424 8159 34
382 6066 80
7017 1307 27
2068 2021 42
3540 1040 20
6194 2419 79
4619 7307 37
7379 7916 81
4972 9453 40
7845 8492 72
2469 5695 17
4226 7668 94
631 3365 42
1231 4267 26
9360 6044 6
2925 7241 23
9141 2032 11
200 3447 78
7675 5517 55
8856 8055 1
5373 8275 34
7120 296 18
87 6424 4
8118 1258 35
9649 8067 5
2281 5428 27
2762 1413 89
1747 4438 81
4531 8638 70
4921 7173 29
9558 162 38
2917 5453 88
1995 4961 75
2209 4300 59
3710 9274 44
8358 4531 63
2111 9498 52
3331 7272 91
5309 2891 76
309 8679 83
2278 8149 25
1465 1200 50
410 7661 94
7139 4217 9
9378 7789 93
5800 4993 29
1012 1912 70
2354 8810 74
8449 1681 62
6746 4718 82
9149 4455 71
3744 2284 69
1608 1102 10
8098 1115 93
479 9040 64
1082 7151 81
7476 4196 94
225 9133 59
6512 9133 9
868 7678 13
3333 4025 29
4799 792 65
8667 7692 87
9037 4700 92
48 5970 73
2878 7950 99
7125 5434 60
1944 8134 58
8840 4649 55
480 6520 12
6064 6502 9
8062 7054 81
5937 9889 62
3792 2875 91
1320 217 17
7559 297 50
2394 3693 42
7206 5554 60
5712 5451 67
9872 6590 27
3405 5351 94
4027 2155 65
4033 6408 9
9231 6692 54
1118 3732 59
788 3239 4
7094 5625 53
5754 991 93
6245 669 28
6243 235 36
718 9623 90
6238 9759 85
2961 5170 85
9552 5589 28
7479 5330 31
4740 4109 97
610 528 92
9487 2628 36
9643 583 38
1735 8314 23
8506 665 10
1011 8032 84
4642 1704 41
553 5886 42
7656 4187 93
7063 2298 47
6253 8333 82
7291 6578 8
346 2001 75
7093 5033 97
2 3663 66
1251 9363 55
7718 6014 97
3111 5114 14
5873 6285 20
2753 6860 35
9020 5474 87
9778 3626 22
7881 6079 67
3 6502 34
386 3787 68
3355 6074 35
5056 3168 82
4847 3094 71
5332 1045 37
3897 8742 93
5510 4944 7
7943 8828 91
4591 6213 98
145 9115 72
5500 7054 88
6686 2140 14
818 8183 1
3384 5260 57
8383 9741 39
9730 9138 66
3241 7600 12
347 2377 23
7411 3893 29
251 2431 54
2350 9366 66
6594 2116 26
1365 3890 94
9816 2803 13
4710 4276 58
4090 8583 41
217 7089 71
8705 6318 39
8332 8578 4
5322 1583 61
1861 7694 49
2655 8175 41
9781 5322 45
6997 8214 66
5793 3635 6
8097 8304 5
3753 334 54
8213 4985 73
6436 4850 2
5041 2900 69
9890 9038 44
8416 4622 17
7220 6443 72
8139 4742 100
7307 9214 51
9452 4056 27
9937 9632 20
5605 2391 19
2782 6700 62
6566 1810 66
4582 3038 81
7586 8028 82
6771 1095 100
8744 7101 72
7701 622 43
8410 3018 58
1562 3619 21
9537 6447 66
3911 8225 76
989 1096 32
1165 2946 83
950 7121 43
9861 9842 91
4477 1911 61
9068 8326 63
3357 1212 39
126 716 70
8305 2248 74
1228 42 59
9745 5000 32
7613 2580 69
8302 3394 87
1478 119 3
5801 842 14
2446 6745 4
8808 3894 43
7009 6250 1
9515 9680 92
5669 2879 66
8415 4521 86
901 7674 63
5814 3748 28
4627 7779 36
5566 5686 18
7108 5456 24
373 4066 19
2127 1409 14
8581 3238 34
9902 9465 58
9798 8990 98
7525 7017 41
5631 6036 9
3304 6941 95
5986 9278 25
533 6823 14
5174 8634 71
3361 8650 42
1327 9224 13
6306 2569 10
9067 6025 93
5770 1172 57
7896 3057 34
1054 7586 35
8362 2305 98
7992 7131 18
678 4506 92
4631 37 98
9186 7079 76
737 7511 59
1488 8400 62
2888 4469 4
619 6980 85
8984 3432 71
5957 7592 1
2198 625 76
2905 9879 16
6558 7918 79
1634 2973 11
3037 3670 91
9237 1697 39
9294 8447 85
9126 9983 100
3567 9732 7
8276 6352 58
2027 8032 69
2203 4592 22
4289 8809 61
6632 1075 67
8721 7524 94
2599 7684 69
1258 3379 38
6730 1810 12
7934 1416 4
3559 9214 55
7121 296 97
2017 4975 34
8421 487 73
9876 139 66
5066 6858 91
6005 9365 40
6022 2866 45
472 8212 14
2453 5663 80
309 1555 12
4644 6256 22
4129 7804 82
5275 1460 90
6400 973 59
3196 9596 65
9741 6523 87
9501 2360 52
7111 9847 96
9781 5156 23
2702 1662 5
5811 1230 62
9048 6359 55
8002 2118 17
908 5684 36
6422 6484 28
4878 703 51
9864 782 59
913 5535 42
6818 4169 89
5612 8700 14
773 7490 64
2538 9820 22
5348 4755 65
656 8038 54
3415 9703 56
224 8023 92
8772 197 35
4461 252 13
5245 6710 98
9598 7928 24
344 375 14
6346 322 14
9525 9855 45
5380 4091 6
173 3095 94
2223 4098 55
5594 9030 17
7506 3432 100
8394 7605 7
6822 3526 79
2865 1795 70
2728 103 27
6283 5876 82
4038 1685 44
9720 9979 82
8514 4326 85
4366 3780 24
1796 6057 26
4370 1861 18
9321 5218 24
9814 7572 17
2683 3892 43
378 5551 4
3948 823 28
2306 2205 18
3858 5778 51
7515 3671 7
8260 845 94
4305 7937 38
741 3080 68
8897 7055 10
2350 2679 100
2717 5226 14
8549 1247 76
9991 7904 18
4108 1298 17
7721 8135 28
1057 6212 95
3653 2888 84
6076 9968 30
384 1416 76
3439 1863 92
6941 2599 12
1778 4967 64
803 9906 99
8763 3127 33
5545 3483 65
4552 7570 90
3207 9717 92
7590 4879 62
6971 2260 14
6603 1467 63
2529 5859 20
6819 39 30
4122 7610 33
6233 2075 53
2135 19 22
9988 481 44
9773 5587 2
9934 9063 68
7676 1387 100
4666 2469 58
9326 2393 87
9686 5775 53
4384 1300 61
7730 7860 25
4966 6449 7
9123 2444 40
3370 5327 48
8899 1950 33
6216 3647 54
8024 9679 13
7659 8028 82
6652 2681 24
2932 1181 32
4262 5050 36
9224 6819 61
8243 9511 45
5585 4195 54
5339 4596 19
2748 7395 73
2865 4810 68
3039 5896 47
5475 4214 52
5248 2928 8
9282 5215 89
432 9551 26
4638 804 77
5071 4273 21
5729 6716 34
5289 838 34
1160 7665 75
1826 7679 89
744 7968 25
4209 3009 95
3215 6282 61
7261 513 87
2669 5534 30
5022 4684 7
9479 3350 10
4957 4523 90
4401 8605 44
5664 7014 38
9089 3392 21
6039 6847 1
8267 2918 39
9107 5329 82
8802 2667 37
7046 4228 52
1754 2211 54
2126 5390 4
4679 5672 60
4457 4923 26
8752 1673 7
266 2686 85
2525 9341 42
1886 9543 99
4291 5434 11
3688 683 52
3590 6077 7
1335 6852 59
6133 1394 77
8667 9678 9
1072 5431 10
6559 7304 97
5819 8564 59
4966 4658 54
5895 3782 66
8593 2749 30
6931 5352 94
7674 3246 10
2179 1355 51
9806 6665 34
1879 9899 100
8472 7273 5
276 7281 73
2353 3724 74
4007 4731 40
6775 8382 91
9664 8566 9
3625 3728 55
3260 6774 83
3401 2008 52
215 6554 96
4698 8903 3
6655 4422 11
8727 5072 52
5477 7215 57
1352 5253 98
8129 707 96
399 4889 67
5822 4324 16
9369 7958 97
7260 1389 83
270 2725 9
720 9094 62
2399 6466 67
7711 3277 10
3143 6568 90
1482 3309 21
903 7605 64
5327 8351 42
2984 8051 64
8066 9143 95
2184 482 44
7217 6054 89
9916 6020 15
3196 2013 78
3619 1071 8
1469 4612 32
8938 8066 73
8158 8248 27
4332 6820 48
3940 6204 48
7952 365 38
3991 278 72
5003 1620 17
3339 4030 13
900 3914 16
7591 3637 46
1050 8134 42
9161 7302 52
1568 6965 71
4770 2067 24
4851 6804 35
1218 5178 39
1696 3143 61
4470 954 38
9245 3626 21
7871 8967 100
9042 5584 49
8916 9484 29
6314 3379 21
5629 3583 78
3602 4471 34
290 903 15
7401 8820 43
4970 72 19
4873 6116 67
2118 3871 8
1371 3604 16
9559 7484 2
9833 9191 46
6742 3404 19
3084 8315 53
5680 1489 62
302 1210 25
3380 9927 20
4984 7262 56
8335 1756 9
7355 2602 62
3984 3053 11
7999 4869 49
4615 2608 59
1879 8667 43
5469 6200 79
528 3115 55
8260 8277 91
9452 6242 65
2253 1389 38
5429 9099 21
6792 4350 59
8179 8149 71
2511 8815 11
4360 8660 80
8170 9379 93
5942 9765 78
126 4535 38
9898 2491 85
9183 5727 46
3578 788 30
9261 6709 15
5076 8455 73
1379 2752 51
4592 2874 88
6742 5710 82
6933 6738 52
1242 7297 59
3696 6186 98
4330 4203 48
526 8066 22
6695 5118 38
5114 9706 76
5082 2419 87
5621 5822 88
9222 7947 93
1169 9128 68
9548 7821 81
1292 5989 51
4925 3753 99
5149 4672 54
8160 8477 50
6981 7907 32
2486 6638 41
2005 3027 70
3562 7666 76
637 4932 89
8928 4792 79
1326 1258 74
914 8897 92
3402 2931 40
8108 8934 26
9836 1601 95
5854 5049 26
6234 5380 75
6828 3563 82
4507 3271 49
537 1147 87
6434 1396 47
942 3977 32
513 7641 33
8500 5852 64
4616 9626 45
7711 8525 5
5323 8103 96
114 4610 91
1909 2334 18
3203 485 54
2970 391 57
6138 1727 17
2787 4400 51
3834 8307 80
1200 4831 26
1789 8854 70
1879 6619 67
2661 1556 9
9044 6454 16
575 4753 70
1523 1776 77
6734 5050 45
1911 8306 13
169 8867 61
595 3334 94
6413 953 75
7018 3461 20
3733 9912 30
8745 1335 7
5823 7210 100
406 7177 12
6538 3022 94
5504 4430 23
9530 4851 89
4206 9140 85
143 5607 67
8866 7891 61
2628 9864 73
2779 2509 37
3269 3318 89
1390 4545 37
1419 3080 22
5212 5428 51
1348 5002 64
3489 6934 26
3173 590 46
4786 5208 91
4031 8387 35
2631 6033 80
5376 7866 26
3933 3435 93
8906 6471 89
6231 258 87
8541 1908 59
8349 7177 71
5217 969 30
2017 6579 53
1165 1333 41
5440 6606 79
3644 5662 40
4542 7036 20
5015 3081 72
4460 2094 97
4055 2004 91
3274 5195 80
9688 4285 26
5393 262 7
6870 745 82
2264 1674 81
7377 1865 67
8166 9016 75
4349 6667 67
6570 7666 84
4439 5810 45
1653 5052 70
9061 9371 22
1267 6821 20
5004 6167 32
7325 7706 28
1025 8688 84
2083 8097 96
3524 9054 42
7819 525 3
8216 5122 51
3974 9048 84
6251 8707 4
1277 5258 24
7125 9518 98
34 5524 58
9898 9844 48
8603 8327 12
5858 5111 89
5491 9647 63
4992 2820 87
5643 7152 25
9051 3784 87
2733 2200 46
1973 1042 79
4889 8331 27
38 92 69
6022 489 81
7011 9165 86
6040 6691 10
2231 430 60
7893 7022 22
4438 5566 75
4641 5418 53
426 891 23
6931 5127 46
2443 5530 26
1406 2784 44
2689 2490 58
4837 6646 47
4013 9259 100
2202 5704 27
4853 2541 90
3867 3180 7
4051 8690 84
8320 9123 33
6273 9694 14
2016 4437 69
6094 996 64
8918 4509 36
1121 5647 28
1510 6508 19
1926 7094 36
1597 4268 18
7218 5638 1
2309 8320 65
4205 7006 65
8992 911 4
4554 8253 92
5656 4270 74
5284 6767 11
2701 2939 39
6336 4555 61
8477 1536 97
291 8265 32
7531 778 85
8190 6121 94
6863 2202 39
2012 9699 45
1329 8389 18
8458 2156 87
2729 6989 65
4423 3789 24
3063 5273 12
7340 6627 59
3730 1900 5
257 6143 76
2101 846 60
2577 1125 48
9416 8339 42
2166 7536 97
1358 8075 47
5814 6322 87
5762 1471 52
7942 1868 32
7936 5805 22
8760 2507 42
5182 48 69
2700 9309 22
4546 3471 55
1951 1688 98
8347 4883 83
5810 7708 6
625 3628 48
9954 2941 28
9228 9636 59
5737 9005 52
7631 9528 10
670 5616 17
4514 809 60
1229 7933 5
3810 8262 75
184 9763 37
4157 7537 9
8142 7537 41
6670 6763 32
569 8001 10
2311 1986 60
1441 6196 100
3751 5608 75
8289 1105 26
6181 7114 97
4445 996 59
8478 1837 81
1916 8668 31
5251 5796 19
7691 9393 14
3950 1649 96
8600 1843 20
6003 4356 38
6605 6060 99
8971 5798 100
7472 360 100
1050 2918 76
5656 1184 98
207 4402 31
3611 5584 64
4286 9960 18
277 3080 36
3386 1041 95
2453 252 82
2744 6559 84
7705 3029 81
5949 367 4
8855 4906 20
155 1103 9
8605 6081 33
8506 4410 56
8505 9300 83
1478 6380 59
8224 285 51
1074 3900 81
8157 2907 99
7524 245 50
9313 2172 63
7827 1903 21
223 9416 52
3909 4487 23
4593 7762 27
212 3602 24
3024 808 41
8048 7959 7
1374 5477 69
872 4656 34
8410 2187 94
9424 1937 58
7811 6 23
6181 3928 7
8261 3025 89
2129 822 12
1363 468 2
7495 1200 25
960 1240 45
4093 8282 27
8892 6966 74
6189 6459 62
99 1245 98
7167 1074 52
4849 6587 7
103 7122 80
8296 2966 97
2780 1124 43
777 3799 58
465 2184 78
8513 97 28
1681 7264 4
9452 4180 71
9911 894 76
9452 1540 90
1076 3413 33
4101 8139 47
1775 9197 78
1611 1304 36
8851 8662 54
9801 6742 98
6693 4250 62
9417 5756 8
8331 1650 77
3389 8395 6
1342 8204 36
9470 8699 16
767 5434 54
2158 3759 23
6035 4129 96
6218 4850 28
2830 4741 50
8067 3197 59
1472 1912 64
8104 3609 61
4551 775 65
9814 2202 67
881 8752 91
7489 4388 45
2899 6664 46
6808 5854 32
7938 5574 2
8313 5934 59
2023 5992 17
9483 8969 4
313 3605 81
3871 4362 41
9773 8344 56
4049 2999 69
7721 3774 66
8309 9103 42
2486 4508 57
2330 7082 7
524 9279 11
6231 5846 34
5975 5588 31
4468 7339 14
1301 4344 70
1552 6298 80
4020 4001 8
7636 8740 51
4457 1809 27
5552 5284 61
6821 3179 61
8937 8342 97
2912 4656 53
1154 1129 92
6189 6889 93
1720 1785 85
6949 3823 98
5361 7050 11
6313 162 84
202 2078 14
1199 7907 1
9105 1471 50
9459 3913 43
1722 53 35
8706 4240 81
9651 5640 52
4011 9373 32
5556 2180 5
8207 2912 33
6170 3640 85
9398 2437 85
8447 5037 21
8203 1211 18
1795 1815 19
8670 7954 43
8548 1234 41
7495 7065 46
8921 9499 49
1886 1686 14
3663 8415 67
2421 5291 3
1486 6860 38
8352 5034 6
1082 8764 71
5915 9104 75
6269 4458 51
4141 6069 65
6434 439 45
9503 2731 84
3699 452 79
489 3120 64
1194 9522 91
2725 3019 35
4117 8751 5
5185 862 84
4020 1542 82
7569 6091 92
2453 6488 4
3065 5232 14
6535 1819 40
2317 304 73
7318 3679 39
302 30 23
4626 7259 58
6446 5386 27
6311 5945 12
4669 5802 42
4455 2907 12
6625 7354 34
7396 7770 31
2919 8742 28
2668 9693 77
5380 155 12
4559 7988 93
8410 4413 15
7795 1964 34
1387 1892 70
5717 9015 63
8036 71 39
7377 2525 15
9241 5105 23
1700 4510 52
7343 6365 98
1796 3767 32
112 5289 61
2754 3643 94
2780 3092 2
4087 8791 66
7663 6435 90
1840 855 9
2213 6766 13
6584 6395 90
2590 1515 28
2245 9041 92
2091 2291 17
2560 5136 72
5200 9577 10
6047 7497 65
6849 9431 54
1771 4514 73
3885 1257 68
140 769 99
4235 2988 78
2166 2552 95
4993 9917 49
1119 7977 54
7215 5632 84
2735 146 50
6109 1527 60
614 7036 67
5806 5017 68
9249 2792 95
7682 5468 92
1263 371 40
7239 3989 95
8165 7208 81
7549 3035 98
6914 2829 91
7953 7702 34
6829 7924 92
2394 9411 18
4353 1489 22
4890 4897 14
1777 3774 22
9424 6826 41
9747 8329 50
2281 9759 8
1109 4953 25
3405 5011 26
2441 371 70
7157 4468 91
1691 8709 100
9800 7072 19
5199 1534 80
4600 9045 55
811 942 59
9129 1918 11
6155 4951 67
1051 6095 56
5466 4953 69
4078 7414 78
9228 1878 99
39 4730 28
3758 117 65
3539 9640 58
9105 417 45
5597 9123 46
2807 6707 9
7270 8587 22
1778 7732 47
7627 3041 28
1827 3593 54
5293 6695 89
2339 578 13
4021 8567 72
8257 9712 37
6606 7148 56
3357 7188 99
2883 7887 32
2173 4224 59
546 868 80
4398 1748 38
2629 8655 79
7763 5550 40
9086 908 67
4136 6621 58
5944 9789 69
8245 9930 22
7863 217 70
5567 4570 38
6027 5654 95
5808 6270 14
648 8877 25
4131 2881 72
2026 8996 99
116 9214 81
9658 8161 59
1973 1971 100
2990 7029 99
3736 5249 4
5655 3926 41
9358 3530 71
2088 7584 80
4644 5474 70
6373 4396 50
627 2166 40
6656 2570 99
2769 5375 50
499 6428 25
2189 3373 74
1878 8814 17
8532 4275 57
9850 4761 7
1980 7302 30
1405 179 9
7120 2521 22
410 7945 68
4979 6665 42
4327 1855 30
1537 5399 13
3655 3674 81
2534 7166 56
5561 3073 9
8830 4765 99
3192 7336 72
2295 9911 68
4260 4964 53
1182 7681 83
5955 6676 48
3272 5732 28
4197 4358 19
7924 2977 47
4030 7463 51
5571 1339 10
242 3968 94
2046 4764 22
7965 7869 78
6253 9369 88
9545 9143 28
4831 7813 38
4828 3349 1
2752 4368 76
6686 3337 34
69 877 54
114 7628 96
6799 3621 94
3017 8956 66
6173 2052 53
6298 6514 2
8028 8494 27
6626 6200 52
5419 820 34
4822 5629 17
7917 5806 77
3043 9788 60
9598 8625 56
7257 9427 39
388 230 73
496 901 45
8841 6537 7
1960 4284 12
5494 3201 7
8045 1266 81
9941 4925 17
5862 1916 24
3723 211 75
9573 2316 30
923 482 100
4834 3446 13
3196 3366 69
8955 1211 47
438 5487 44
2758 5076 46
9762 6282 31
9959 4459 17
4797 2890 80
6213 4620 7
7442 3551 6
5845 406 80
454 8489 90
6761 9781 34
5150 489 1
1253 7171 77
4639 5866 91
1295 4175 33
9343 6296 41
1604 83 73
5871 4039 94
9113 4905 74
2887 3146 43
8044 9299 45
5153 691 98
9032 4389 16
3114 1655 67
7028 2533 22
4089 8130 59
1243 623 29
8819 3103 81
5694 2369 92
3016 4704 86
5663 1859 50
8412 9771 78
481 8432 42
3746 9320 29
3627 7573 26
9679 8806 37
7372 3025 5
5432 5318 98
9311 6738 80
8914 1567 62
8158 4749 3
2440 8116 20
2002 4828 38
7351 1125 36
9068 2044 30
9992 7398 27
1919 8619 39
2441 6343 95
6616 2898 46
9594 7035 65
4867 2104 1
5642 6174 40
3842 6939 64
1794 9129 30
5804 2444 44
6832 3648 85
3238 6811 53
635 4507 17
728 1181 73
4632 5370 65
7529 5034 43
641 434 46
6112 5873 82
1114 5138 57
409 1268 51
7472 9741 100
6168 1491 12
1492 8881 62
3961 9271 21
2657 2254 87
6701 3068 62
4394 6545 73
1599 9053 21
8238 3090 60
6275 980 56
5826 5487 9
9266 2848 87
7411 3237 21
4033 2894 45
7110 1126 68
7883 997 86
9053 1896 16
8674 3449 81
6602 8990 22
1006 8889 61
4199 9624 36
7778 4555 16
6389 2057 69
5021 6768 87
9192 1333 18
922 8594 40
8884 6417 25
3730 724 73
5377 7460 6
7714 427 93
1458 2617 76
7999 7026 6
4091 8441 78
7193 6524 24
5627 6774 72
5292 2120 95
6646 2348 73
4858 4581 93
5479 912 64
964 8194 33
6724 6655 29
4454 4840 59
6699 5778 71
6404 7579 20
3564 6530 83
3649 562 7
4179 3570 76
3609 2840 66
1715 9995 96
7396 3131 80
8339 6055 84
1053 280 13
4254 1405 32
7574 2864 39
2021 9774 22
4422 2896 27
4571 7500 3
8350 7497 86
1077 8335 92
4036 1835 76
598 7202 92
1040 4285 6
1535 9498 16
4733 2037 58
4815 4106 90
1354 6858 90
7409 1681 37
6222 4272 25
7025 8766 87
3075 1353 35
1220 5433 87
1145 1400 48
5654 9447 40
7753 8086 75
5726 2506 94
6861 4776 69
4383 7384 36
5212 1365 18
6155 8312 43
1486 2503 53
6776 5200 44
8115 2121 100
6098 9860 15
107 6613 93
7553 2339 7
2834 9079 41
843 2235 74
5342 5383 77
1408 1836 75
2622 1072 99
437 7697 19
5388 8234 82
8714 2840 15
5782 1492 38
8605 7554 60
6257 5819 87
3016 4874 1
2727 8618 26
9587 7983 80
6398 4220 16
5823 719 33
4899 5828 42
9166 3081 10
2938 1355 36
2113 853 45
7814 3736 4
6551 740 23
5627 3716 26
1047 7926 79
1006 5714 18
2955 3890 53
7783 8782 48
7465 4162 96
4813 1694 72
225 5553 6
2675 2779 35
6381 8550 11
8453 6666 4
6467 11 59
720 6001 54
2211 3680 15
9527 7393 51
3682 2578 8
2981 2429 69
4154 4787 38
1329 2571 45
5097 4461 10
8693 1359 38
9075 2885 27
4764 7463 5
7515 1019 21
5910 7576 56
9548 9483 79
2855 7731 91
3440 4890 93
6963 5239 21
5472 6870 23
1706 7195 79
5410 3131 89
4279 6202 3
7138 7189 46
5681 1670 23
2542 5117 13
8143 3289 1
4929 8846 18
2364 1607 68
1422 7947 5
4819 6967 84
221 1250 45
1032 3783 50
1658 9644 94
3144 3594 73
5120 6340 50
9765 2345 15
8310 2734 93
7964 5041 10
8225 4142 79
6957 1758 34
1791 5176 84
4823 1980 42
4139 7321 27
7476 2895 29
4358 3522 29
8755 1807 9
723 4238 60
2729 6785 41
5767 4905 87
4689 4680 26
2671 7478 74
3409 6459 62
3851 4620 84
6592 8567 75
7706 514 36
1251 684 56
4785 8133 4
978 1253 3
9996 4624 79
637 288 12
7667 29 4
420 1396 4
4559 5315 74
6729 4170 96
2460 2777 82
7186 3230 90
2388 1046 9
1380 7267 85
7599 9474 14
2653 770 5
4301 7029 17
2645 457 18
474 8988 59
994 7040 75
1788 5056 89
9341 6236 44
5297 5215 83
8225 9341 47
6801 3204 66
6680 5322 53
703 7106 13
2030 346 79
730 6992 67
1735 3572 43
4254 4722 12
736 9735 24
5052 3242 89
2736 2304 74
4815 7526 34
6092 1436 31
1110 3443 98
6044 4405 61
317 3732 100
373 6175 59
2621 8470 64
2276 5821 5
8068 7181 21
7050 8825 62
3978 9184 15
1360 461 51
2071 5977 61
8052 203 50
6776 436 80
3973 8489 81
727 6536 91
5778 5014 90
371 5222 86
6561 3435 25
2694 4830 23
3611 1247 98
4754 7434 8
2253 5051 95
7587 3313 23
56 985 4
6990 4753 34
152 6193 25
2551 2313 30
4644 6788 84
9939 4311 52
8739 2110 12
421 4252 27
6025 8635 76
3788 9860 56
7525 7617 49
2825 2203 91
8640 2692 92
9188 6805 9
6548 5054 18
3935 8790 97
2172 5911 17
943 5038 65
4581 3425 32
9836 2848 92
5116 1177 81
3871 4471 20
345 8857 30
5233 2487 59
1124 138 83
8651 8680 70
3278 8968 24
275 828 6
8158 4945 98
8578 1659 10
1990 1823 50
2927 8354 76
1098 6977 27
7398 7028 18
7631 6639 8
1858 14 73
6087 7549 40
9645 3351 23
9976 7667 43
7183 2914 30
8981 4479 87
7065 5663 80
116 8705 38
385 7167 12
1106 2014 65
6400 1982 27
37 1992 19
8040 2910 55
5557 4228 37
3101 9646 10
6510 6364 60
7993 6818 30
1026 9623 82
2446 2475 33
9182 309 22
6517 7237 81
6194 9959 96
2256 450 4
6430 3615 10
5426 8996 82
7254 3182 42
8829 8610 48
831 7394 79
5040 5521 14
7376 8462 77
9950 9254 83
5866 5754 60
2364 7292 81
3206 652 65
3204 373 29
9212 2425 67
7640 2678 96
7053 1746 34
8889 1135 36
9300 3473 87
8563 6843 80
8598 937 45
6092 5452 52
1092 3079 71
6620 4562 99
8176 1277 69
5554 7722 99
6905 6666 23
4793 4555 27
9329 9026 37
1248 6602 34
8848 9769 29
2206 5229 7
58 6443 56
9662 5296 65
6158 3211 17
7937 6995 90
2462 1763 88
2366 3357 78
8563 1889 2
9122 1865 91
8550 685 84
3347 4899 54
6691 4126 85
8607 5872 87
4349 9805 1
2549 7069 2
778 6575 80
3613 8226 81
748 2273 44
8377 3969 20
8355 493 72
6618 3419 49
2825 5746 83
1429 5435 78
1004 5272 19
4006 8942 76
8808 5820 18
8554 4894 3
7137 5703 66
6394 7048 64
4966 7605 5
3347 9506 33
7546 3506 6
7129 3229 6
9766 1633 24
4514 6269 4
7210 2345 35
379 6724 27
8499 9355 14
6835 5448 20
2910 422 6
3632 136 56
8265 3784 39
1744 1959 31
8584 8134 88
184 6693 69
9176 269 9
3676 3548 82
9742 4894 1
7145 9076 21
6925 3097 94
7012 5632 93
2011 4401 37
5089 268 74
823 4565 53
4247 1735 75
3161 6182 31
2867 3838 16
9131 3166 90
6207 9768 83
9585 3198 91
8951 852 68
5997 461 52
5233 3246 49
5544 5339 62
5825 8735 89
8228 6053 58
3831 2630 49
9534 789 50
3163 6211 82
640 5107 54
4406 5661 7
6717 6911 88
8054 5272 93
564 876 95
129 7965 37
6883 9824 19
3491 9175 33
18 2088 41
2628 4780 5
4437 9924 78
952 8934 16
9390 7940 47
486 9977 90
282 5608 78
9974 473 15
683 5661 41
9806 7900 33
3752 2253 22
319 7454 97
469 5936 73
431 1826 35
8774 732 72
9900 3564 7
4673 7557 92
6055 1594 78
5126 1009 97
7299 9424 54
3823 4243 90
7961 9094 38
7990 9339 88
9487 397 40
5075 2118 82
3907 697 61
5643 4744 32
1026 4583 49
9762 5990 19
5923 5202 37
8753 1478 80
3373 4611 71
6391 7433 77
6235 2491 35
7563 9308 89
7495 4229 73
1131 9648 36
5707 3080 24
490 9455 28
5748 2399 24
2962 7862 72
9958 4871 90
7477 3017 61
3621 7370 60
2272 3772 89
9141 6872 42
6332 8349 68
9988 5211 66
6159 4906 98
4337 9570 12
226 1342 14
8427 1661 87
9812 4919 22
197 6219 44
8542 2166 56
5634 493 1
1445 4945 23
8696 4105 31
5620 7339 5
9837 3551 94
3841 4752 55
3776 913 30
8095 2260 10
2848 1988 65
1525 8349 56
8475 4995 24
650 2914 28
7554 9982 17
6382 5255 28
5744 2361 71
6761 2722 61
3094 4809 18
3368 3405 94
7370 9139 41
9274 3255 67
1617 3150 16
1321 4079 17
1454 1832 100
7824 3949 83
7197 8462 79
2947 3479 99
4954 3666 15
261 8752 18
420 5568 69
9133 5565 92
8822 2926 66
3698 3044 26
5071 8464 79
2933 5792 49
5487 7032 41
7045 2870 80
2197 4381 50
7644 7767 28
8486 8663 81
4247 6856 65
297 2535 41
6502 367 4
7009 6946 64
3585 1555 88
3780 379 24
9876 2007 51
3584 4359 62
2177 1341 95
74 5251 8
7608 1006 23
2760 7115 9
7541 3122 30
9536 5365 87
9005 4406 10
7252 4508 46
6924 6599 17
3298 4751 20
568 249 17
6175 4711 68
9885 2658 80
7594 1062 96
760 1649 36
2600 3006 18
3357 8079 39
7780 3041 4
3933 4606 32
6229 8050 23
6026 4276 20
182 8285 54
7839 2152 2
4753 3616 69
774 7932 54
9061 9271 91
8439 4763 100
2760 2563 19
9241 9945 20
106 3865 38
9562 6010 10
9367 4495 74
5695 9115 25
3403 8122 3
9151 6772 19
9530 3885 40
1474 5238 24
3053 6637 95
9319 4907 6
4581 4464 60
6060 8169 22
6767 3693 77
7244 3435 97
3437 6011 45
